
First run with 10x10 grid

First 110 point calibration:

{bl:1674.36,   br:2756.33,   tr:2389.01,   tl:963.39},
{bl:1563.26,   br:2691.17,   tr:2426.23,   tl:1048.59},
{bl:1452.23,   br:2627.44,   tr:2467.73,   tl:1143.22},
{bl:1366.57,   br:2581.30,   tr:2505.41,   tl:1221.13},
{bl:1281.32,   br:2537.52,   tr:2546.09,   tl:1303.26},
{bl:1201.04,   br:2497.56,   tr:2590.28,   tl:1387.14},
{bl:1124.22,   br:2460.93,   tr:2637.01,   tl:1473.55},
{bl:1050.84,   br:2428.43,   tr:2687.33,   tl:1561.27},
{bl:979.17,   br:2400.87,   tr:2740.36,   tl:1650.33},
{bl:916.80,   br:2376.28,   tr:2795.37,   tl:1740.31},
{bl:1753.29,   br:2628.50,   tr:2235.84,   tl:1086.12},
{bl:1645.01,   br:2559.54,   tr:2274.78,   tl:1162.47},
{bl:1539.87,   br:2491.79,   tr:2319.25,   tl:1247.92},
{bl:1459.41,   br:2442.77,   tr:2359.14,   tl:1320.42},
{bl:1380.04,   br:2395.45,   tr:2402.65,   tl:1396.37},
{bl:1306.12,   br:2355.62,   tr:2449.17,   tl:1475.18},
{bl:1233.60,   br:2318.19,   tr:2498.90,   tl:1556.38},
{bl:1167.15,   br:2281.99,   tr:2551.78,   tl:1639.74},
{bl:1104.33,   br:2250.89,   tr:2607.35,   tl:1725.03},
{bl:1050.16,   br:2222.05,   tr:2665.62,   tl:1811.61},
{bl:1842.09,   br:2504.47,   tr:2082.05,   tl:1216.67},
{bl:1737.83,   br:2427.95,   tr:2124.78,   tl:1286.97},
{bl:1639.05,   br:2359.30,   tr:2172.72,   tl:1363.52},
{bl:1563.08,   br:2306.23,   tr:2215.13,   tl:1430.66},
{bl:1488.08,   br:2256.52,   tr:2261.14,   tl:1500.66},
{bl:1420.00,   br:2213.33,   tr:2310.69,   tl:1574.32},
{bl:1353.43,   br:2171.83,   tr:2363.33,   tl:1650.74},
{bl:1292.75,   br:2133.92,   tr:2419.38,   tl:1729.39},
{bl:1236.16,   br:2100.64,   tr:2477.72,   tl:1810.80},
{bl:1188.42,   br:2071.63,   tr:2538.86,   tl:1893.14},
{bl:1934.94,   br:2379.94,   tr:1931.35,   tl:1354.99},
{bl:1837.55,   br:2301.20,   tr:1975.86,   tl:1417.58},
{bl:1743.96,   br:2227.68,   tr:2028.34,   tl:1487.72},
{bl:1672.44,   br:2171.88,   tr:2073.38,   tl:1549.61},
{bl:1604.50,   br:2119.95,   tr:2122.53,   tl:1614.74},
{bl:1540.18,   br:2072.23,   tr:2175.38,   tl:1683.09},
{bl:1479.39,   br:2028.62,   tr:2231.21,   tl:1754.86},
{bl:1425.13,   br:1987.69,   tr:2289.99,   tl:1829.08},
{bl:1373.33,   br:1951.70,   tr:2351.91,   tl:1905.60},
{bl:1328.80,   br:1921.33,   tr:2416.19,   tl:1984.30},
{bl:2038.59,   br:2261.85,   tr:1781.49,   tl:1495.99},
{bl:1946.32,   br:2177.33,   tr:1830.52,   tl:1554.48},
{bl:1858.04,   br:2099.86,   tr:1885.65,   tl:1618.12},
{bl:1790.87,   br:2041.82,   tr:1934.45,   tl:1674.74},
{bl:1726.87,   br:1986.16,   tr:1987.18,   tl:1735.76},
{bl:1667.55,   br:1934.10,   tr:2043.29,   tl:1799.84},
{bl:1611.07,   br:1887.69,   tr:2102.65,   tl:1866.78},
{bl:1560.04,   br:1844.81,   tr:2165.19,   tl:1936.59},
{bl:1513.39,   br:1806.68,   tr:2230.32,   tl:2009.22},
{bl:1472.70,   br:1772.97,   tr:2298.18,   tl:2084.12},
{bl:2147.33,   br:2145.83,   tr:1634.28,   tl:1642.57},
{bl:2060.57,   br:2059.94,   tr:1685.21,   tl:1694.08},
{bl:1977.83,   br:1976.33,   tr:1744.98,   tl:1754.07},
{bl:1916.18,   br:1913.69,   tr:1797.46,   tl:1806.45},
{bl:1856.55,   br:1854.85,   tr:1854.36,   tl:1863.16},
{bl:1801.74,   br:1798.87,   tr:1914.35,   tl:1923.03},
{bl:1748.60,   br:1747.61,   tr:1977.63,   tl:1986.31},
{bl:1700.20,   br:1701.51,   tr:2043.72,   tl:2052.33},
{bl:1657.97,   br:1659.07,   tr:2112.64,   tl:2121.14},
{bl:1622.03,   br:1621.01,   tr:2183.96,   tl:2192.09},
{bl:2260.51,   br:2039.14,   tr:1488.75,   tl:1790.17},
{bl:2180.83,   br:1947.47,   tr:1543.70,   tl:1837.97},
{bl:2101.45,   br:1858.81,   tr:1609.52,   tl:1894.81},
{bl:2041.98,   br:1791.30,   tr:1666.23,   tl:1942.39},
{bl:1986.61,   br:1727.37,   tr:1727.26,   tl:1994.80},
{bl:1935.39,   br:1667.28,   tr:1791.74,   tl:2050.92},
{bl:1887.25,   br:1611.94,   tr:1859.12,   tl:2109.94},
{bl:1845.17,   br:1560.18,   tr:1929.26,   tl:2172.33},
{bl:1806.82,   br:1513.08,   tr:2002.13,   tl:2237.45},
{bl:1772.81,   br:1473.06,   tr:2077.34,   tl:2304.63},
{bl:2381.11,   br:1934.87,   tr:1346.32,   tl:1939.95},
{bl:2306.40,   br:1841.50,   tr:1406.19,   tl:1984.85},
{bl:2229.96,   br:1744.95,   tr:1478.59,   tl:2035.64},
{bl:2174.02,   br:1674.97,   tr:1540.66,   tl:2081.20},
{bl:2122.68,   br:1607.03,   tr:1605.91,   tl:2130.07},
{bl:2073.15,   br:1542.40,   tr:1675.15,   tl:2182.58},
{bl:2028.90,   br:1481.20,   tr:1747.14,   tl:2238.40},
{bl:1989.14,   br:1424.39,   tr:1821.82,   tl:2297.23},
{bl:1954.47,   br:1372.58,   tr:1898.58,   tl:2358.82},
{bl:1921.34,   br:1328.99,   tr:1977.84,   tl:2422.81},
{bl:2506.93,   br:1840.19,   tr:1206.96,   tl:2091.10},
{bl:2430.73,   br:1736.29,   tr:1276.95,   tl:2132.76},
{bl:2361.42,   br:1639.16,   tr:1353.83,   tl:2180.44},
{bl:2307.98,   br:1562.23,   tr:1421.45,   tl:2222.76},
{bl:2259.18,   br:1488.69,   tr:1491.92,   tl:2268.81},
{bl:2213.96,   br:1418.46,   tr:1566.37,   tl:2318.16},
{bl:2173.52,   br:1352.99,   tr:1643.27,   tl:2370.40},
{bl:2137.58,   br:1291.29,   tr:1722.07,   tl:2426.10},
{bl:2102.58,   br:1235.99,   tr:1803.36,   tl:2484.55},
{bl:2073.42,   br:1187.09,   tr:1886.46,   tl:2545.37},
{bl:2630.65,   br:1752.95,   tr:1076.26,   tl:2243.55},
{bl:2563.22,   br:1645.48,   tr:1151.09,   tl:2282.23},
{bl:2495.64,   br:1539.31,   tr:1237.96,   tl:2327.00},
{bl:2445.96,   br:1459.06,   tr:1311.07,   tl:2366.57},
{bl:2399.57,   br:1379.63,   tr:1387.31,   tl:2410.10},
{bl:2357.51,   br:1303.01,   tr:1466.76,   tl:2456.25},
{bl:2317.82,   br:1232.29,   tr:1548.62,   tl:2506.02},
{bl:2283.08,   br:1165.84,   tr:1632.22,   tl:2558.85},
{bl:2253.32,   br:1103.66,   tr:1717.65,   tl:2613.69},
{bl:2226.83,   br:1048.45,   tr:1804.72,   tl:2671.44},
{bl:2762.56,   br:1680.79,   tr:950.84,   tl:2397.27},
{bl:2693.64,   br:1563.49,   tr:1038.56,   tl:2433.29},
{bl:2630.79,   br:1453.12,   tr:1132.31,   tl:2475.15},
{bl:2584.26,   br:1366.89,   tr:1211.97,   tl:2512.56},
{bl:2540.51,   br:1283.32,   tr:1294.39,   tl:2553.22},
{bl:2500.88,   br:1200.65,   tr:1378.70,   tl:2597.07},
{bl:2464.47,   br:1124.61,   tr:1465.81,   tl:2644.44},
{bl:2431.59,   br:1049.04,   tr:1553.78,   tl:2694.08},
{bl:2402.89,   br:981.57,   tr:1643.51,   tl:2746.52},
{bl:2378.71,   br:918.68,   tr:1734.06,   tl:2801.92},

(0.5465576764080875, 2124.569729346673), (3039.782382992497, 2122.6830470037903)
 (0, 0), (3042.7636418620345, 0)

 110 point calibration 1:

 {bl:1674.53,   br:2755.72,   tr:2389.39,   tl:963.97},
{bl:1563.13,   br:2690.57,   tr:2426.09,   tl:1048.15},
{bl:1452.95,   br:2626.01,   tr:2467.89,   tl:1142.66},
{bl:1365.18,   br:2578.89,   tr:2505.32,   tl:1221.34},
{bl:1281.15,   br:2535.63,   tr:2546.29,   tl:1303.48},
{bl:1200.70,   br:2497.24,   tr:2590.05,   tl:1387.17},
{bl:1122.95,   br:2462.94,   tr:2637.20,   tl:1473.35},
{bl:1050.73,   br:2427.95,   tr:2687.51,   tl:1561.14},
{bl:979.52,   br:2400.45,   tr:2740.27,   tl:1650.05},
{bl:916.51,   br:2375.43,   tr:2795.74,   tl:1740.52},
{bl:1749.04,   br:2627.44,   tr:2235.48,   tl:1086.03},
{bl:1642.66,   br:2557.25,   tr:2275.05,   tl:1162.80},
{bl:1539.36,   br:2490.96,   tr:2319.37,   tl:1248.07},
{bl:1457.86,   br:2441.59,   tr:2359.26,   tl:1320.10},
{bl:1379.39,   br:2393.67,   tr:2402.77,   tl:1396.28},
{bl:1304.53,   br:2355.49,   tr:2449.11,   tl:1474.89},
{bl:1234.06,   br:2315.70,   tr:2499.06,   tl:1556.64},
{bl:1166.54,   br:2279.17,   tr:2551.91,   tl:1639.52},
{bl:1104.80,   br:2249.08,   tr:2607.46,   tl:1725.02},
{bl:1047.34,   br:2222.96,   tr:2665.41,   tl:1811.56},
{bl:1839.32,   br:2502.67,   tr:2082.31,   tl:1217.13},
{bl:1736.85,   br:2425.87,   tr:2124.78,   tl:1286.65},
{bl:1638.09,   br:2357.94,   tr:2172.60,   tl:1363.82},
{bl:1561.56,   br:2304.54,   tr:2214.94,   tl:1430.38},
{bl:1487.87,   br:2255.69,   tr:2261.33,   tl:1500.98},
{bl:1418.30,   br:2211.88,   tr:2310.67,   tl:1574.31},
{bl:1352.28,   br:2170.53,   tr:2363.65,   tl:1650.63},
{bl:1291.68,   br:2131.76,   tr:2419.30,   tl:1729.63},
{bl:1235.05,   br:2100.75,   tr:2477.71,   tl:1810.73},
{bl:1183.96,   br:2072.37,   tr:2538.80,   tl:1893.05},
{bl:1932.51,   br:2379.39,   tr:1931.76,   tl:1355.37},
{bl:1837.16,   br:2301.33,   tr:1976.24,   tl:1417.05},
{bl:1744.46,   br:2226.75,   tr:2027.75,   tl:1487.81},
{bl:1673.06,   br:2170.98,   tr:2073.33,   tl:1549.27},
{bl:1604.69,   br:2118.61,   tr:2122.56,   tl:1614.63},
{bl:1539.76,   br:2070.24,   tr:2175.11,   tl:1683.10},
{bl:1479.23,   br:2027.29,   tr:2231.19,   tl:1754.97},
{bl:1423.96,   br:1988.25,   tr:2290.02,   tl:1828.96},
{bl:1373.34,   br:1950.95,   tr:2351.90,   tl:1905.56},
{bl:1326.59,   br:1919.77,   tr:2416.26,   tl:1984.60},
{bl:2036.53,   br:2261.27,   tr:1781.54,   tl:1496.74},
{bl:1944.43,   br:2176.51,   tr:1830.25,   tl:1554.04},
{bl:1856.13,   br:2098.77,   tr:1885.54,   tl:1618.34},
{bl:1789.72,   br:2037.85,   tr:1934.63,   tl:1674.58},
{bl:1725.92,   br:1984.61,   tr:1986.99,   tl:1735.35},
{bl:1666.17,   br:1933.11,   tr:2043.26,   tl:1799.75},
{bl:1609.90,   br:1886.03,   tr:2102.64,   tl:1866.66},
{bl:1558.94,   br:1844.06,   tr:2165.32,   tl:1936.57},
{bl:1512.42,   br:1805.39,   tr:2230.41,   tl:2009.50},
{bl:1472.89,   br:1769.87,   tr:2297.98,   tl:2084.35},
{bl:2144.51,   br:2143.16,   tr:1633.99,   tl:1642.40},
{bl:2057.75,   br:2059.68,   tr:1685.58,   tl:1694.06},
{bl:1979.23,   br:1975.58,   tr:1744.56,   tl:1753.88},
{bl:1913.65,   br:1911.09,   tr:1797.82,   tl:1806.93},
{bl:1855.46,   br:1853.03,   tr:1854.38,   tl:1863.45},
{bl:1801.13,   br:1797.12,   tr:1914.40,   tl:1923.15},
{bl:1748.80,   br:1745.50,   tr:1977.62,   tl:1986.48},
{bl:1699.81,   br:1700.05,   tr:2043.77,   tl:2052.48},
{bl:1656.95,   br:1659.33,   tr:2112.68,   tl:2121.21},
{bl:1619.38,   br:1621.95,   tr:2184.03,   tl:2192.15},
{bl:2259.96,   br:2035.39,   tr:1488.43,   tl:1790.05},
{bl:2179.14,   br:1944.65,   tr:1543.45,   tl:1838.55},
{bl:2099.33,   br:1856.72,   tr:1609.94,   tl:1894.36},
{bl:2040.92,   br:1791.16,   tr:1666.23,   tl:1942.55},
{bl:1984.56,   br:1727.40,   tr:1727.31,   tl:1994.96},
{bl:1932.35,   br:1667.45,   tr:1791.47,   tl:2050.98},
{bl:1886.92,   br:1611.80,   tr:1858.87,   tl:2110.09},
{bl:1844.83,   br:1558.48,   tr:1929.38,   tl:2172.50},
{bl:1806.01,   br:1513.35,   tr:2002.21,   tl:2237.39},
{bl:1772.84,   br:1470.46,   tr:2077.07,   tl:2304.91},
{bl:2379.92,   br:1935.19,   tr:1347.09,   tl:1939.84},
